time,cyln_pre,tank_pre,force,pos,val1,val2,duty
0,1336,2116,522,3213,0,0,60
1,1354,2117,524,3212,0,0,60
2,1361,2116,521,3215,0,0,60
3,1349,2117,524,3213,0,0,60
4,1350,2114,521,3210,0,0,60
5,1352,2114,522,3213,0,0,60
6,1357,2115,523,3213,0,0,60
7,1356,2110,521,3212,0,0,60
8,1353,2113,523,3212,0,0,60
9,1354,2114,518,3213,0,0,60
10,1355,2112,521,3213,0,0,60
11,1353,2111,522,3213,0,0,60
12,1356,2112,522,3213,0,0,60
13,1361,2119,521,3212,0,0,60
14,1355,2113,523,3212,0,0,60
15,1359,2116,523,3213,0,0,60
16,1351,2113,524,3212,0,0,60
17,1353,2117,524,3213,0,0,60
18,1358,2112,526,3213,0,0,60
19,1351,2119,519,3214,0,0,60
20,1366,2112,521,3213,0,0,60
21,1355,2115,524,3212,0,0,60
22,1354,2113,524,3212,0,0,60
23,1357,2115,523,3213,0,0,60
24,1346,2108,524,3211,0,0,60
25,1352,2116,524,3212,0,0,60
26,1355,2115,521,3215,0,0,60
27,1344,2113,520,3211,0,0,60
28,1355,2114,523,3212,0,0,60
29,1352,2110,521,3212,0,0,60
30,1363,2113,509,3212,0,0,60
31,1351,2117,521,3212,0,0,60
32,1345,2106,526,3212,0,0,60
33,1357,2115,522,3213,0,0,60
34,1351,2116,521,3211,0,0,60
35,1344,2113,527,3213,0,0,60
36,1349,2109,520,3212,0,0,60
37,1354,2113,523,3213,0,0,60
38,1353,2114,522,3212,0,0,60
39,1357,2116,525,3212,0,0,60
40,1355,2114,521,3213,0,0,60
41,1350,2117,521,3212,0,0,60
42,1339,2113,523,3213,0,0,60
43,1350,2117,522,3212,0,0,60
44,1353,2117,522,3212,0,0,60
45,1356,2112,523,3212,0,0,60
46,1353,2113,521,3212,0,0,60
47,1352,2109,522,3212,0,0,60
48,1352,2114,524,3214,0,0,60
49,1358,2114,523,3213,0,0,60
50,1353,2113,522,3212,0,0,60
51,1357,2121,523,3211,0,0,60
52,1356,2113,522,3212,0,0,60
53,1356,2115,523,3212,0,0,60
54,1354,2113,522,3214,0,0,60
55,1353,2114,520,3213,0,0,60
56,1355,2115,526,3211,0,0,60
57,1354,2116,526,3213,0,0,60
58,1357,2115,525,3213,0,0,60
59,1354,2117,522,3215,0,0,60
60,1359,2111,519,3213,0,0,60
61,1355,2110,522,3212,0,0,60
62,1361,2112,523,3212,0,0,60
63,1353,2116,522,3212,0,0,60
64,1352,2115,524,3213,0,0,60
65,1350,2113,524,3213,0,0,60
66,1356,2117,525,3210,0,0,60
67,1356,2115,522,3212,0,0,60
68,1357,2114,522,3212,0,0,60
69,1355,2119,520,3211,0,0,60
70,1353,2113,522,3213,0,0,60
71,1355,2115,520,3212,0,0,60
72,1347,2113,524,3214,0,0,60
73,1349,2115,521,3213,0,0,60
74,1344,2113,523,3212,0,0,60
75,1357,2114,518,3213,0,0,60
76,1359,2113,522,3212,0,0,60
77,1354,2114,518,3212,0,0,60
78,1359,2114,525,3213,0,0,60
79,1358,2118,521,3208,0,0,60
80,1363,2110,521,3212,0,0,60
81,1352,2115,518,3214,0,0,60
82,1355,2113,524,3211,0,0,60
83,1362,2115,529,3211,0,0,60
84,1359,2112,522,3213,0,0,60
85,1348,2112,523,3209,0,0,60
86,1356,2113,519,3213,0,0,60
87,1355,2109,524,3212,0,0,60
88,1355,2118,522,3215,0,0,60
89,1358,2120,525,3211,0,0,60
90,1355,2115,523,3213,0,0,60
91,1357,2115,524,3213,0,0,60
92,1356,2116,520,3217,0,0,60
93,1354,2117,522,3214,0,0,60
94,1367,2116,522,3213,0,0,60
95,1357,2114,521,3213,0,0,60
96,1357,2114,523,3212,0,0,60
97,1363,2110,523,3212,0,0,60
98,1351,2114,524,3212,0,0,60
99,1357,2117,524,3211,0,0,60
100,1354,2113,521,3213,0,0,60
101,1346,2115,523,3213,0,0,60
102,1361,2115,523,3212,0,0,60
103,1352,2109,527,3215,0,0,60
104,1349,2110,521,3213,0,0,60
105,1350,2112,526,3208,0,0,60
106,1355,2114,521,3213,0,0,60
107,1356,2116,520,3212,0,0,60
108,1365,2117,526,3212,0,0,60
109,1357,2110,524,3214,0,0,60
110,1354,2111,527,3213,0,0,60
111,1340,2113,521,3212,0,0,60
112,1351,2115,523,3213,0,0,60
113,1357,2115,523,3212,0,0,60
114,1352,2119,525,3213,0,0,60
115,1357,2113,521,3213,0,0,60
116,1353,2111,522,3213,0,0,60
117,1355,2119,514,3213,0,0,60
118,1352,2118,521,3212,0,0,60
119,1351,2113,521,3214,0,0,60
120,1352,2114,524,3212,0,0,60
121,1353,2122,516,3212,0,0,60
122,1355,2115,523,3211,0,0,60
123,1341,2109,521,3212,0,0,60
124,1366,2108,522,3213,0,0,60
125,1356,2113,521,3211,0,0,60
126,1354,2115,525,3213,0,0,60
127,1360,2111,525,3217,0,0,60
128,1352,2114,523,3211,0,0,60
129,1352,2116,523,3214,0,0,60
130,1355,2114,522,3210,0,0,60
131,1354,2113,519,3213,0,0,60
132,1353,2112,520,3213,0,0,60
133,1356,2117,520,3212,0,0,60
134,1354,2114,521,3212,0,0,60
135,1355,2108,523,3215,0,0,60
136,1354,2117,525,3212,0,0,60
137,1352,2116,522,3213,0,0,60
138,1356,2115,523,3214,0,0,60
139,1358,2113,521,3212,0,0,60
140,1352,2116,523,3212,0,0,60
141,1366,2118,525,3212,0,0,60
142,1356,2112,521,3213,0,0,60
143,1357,2114,523,3213,0,0,60
144,1356,2115,522,3212,0,0,60
145,1345,2116,522,3213,0,0,60
146,1358,2113,524,3213,0,0,60
147,1351,2117,524,3211,0,0,60
148,1344,2116,524,3211,0,0,60
149,1351,2116,524,3213,0,0,60
150,1357,2114,523,3216,0,0,60
151,1357,2118,522,3212,0,0,60
152,1364,2114,521,3213,0,0,60
153,1353,2122,522,3213,0,0,60
154,1360,2117,513,3216,0,0,60
155,1348,2117,523,3213,0,0,60
156,1353,2116,526,3214,0,0,60
157,1346,2116,524,3209,0,0,60
158,1351,2115,525,3213,0,0,60
159,1354,2116,519,3215,0,0,60
160,1354,2116,521,3213,0,0,60
161,1355,2114,525,3213,0,0,60
162,1357,2119,523,3211,0,0,60
163,1353,2110,521,3216,0,0,60
164,1352,2111,520,3214,0,0,60
165,1347,2115,524,3216,0,0,60
166,1355,2118,521,3213,0,0,60
167,1349,2115,520,3214,0,0,60
168,1355,2112,522,3212,0,0,60
169,1356,2112,522,3213,0,0,60
170,1359,2112,519,3212,0,0,60
171,1353,2104,521,3213,0,0,60
172,1356,2112,521,3207,0,0,60
173,1357,2117,523,3212,0,0,60
174,1358,2116,522,3208,0,0,60
175,1352,2113,523,3216,0,0,60
176,1353,2116,522,3213,0,0,60
177,1354,2113,520,3212,0,0,60
178,1356,2118,526,3212,0,0,60
179,1360,2115,521,3212,0,0,60
180,1365,2107,519,3212,0,0,60
181,1353,2117,522,3213,0,0,60
182,1362,2114,525,3213,0,0,60
183,1357,2117,524,3212,0,0,60
184,1357,2115,522,3213,0,0,60
185,1349,2113,524,3212,0,0,60
186,1354,2118,522,3214,0,0,60
187,1352,2113,523,3212,0,0,60
188,1355,2117,523,3213,0,0,60
189,1360,2113,522,3213,0,0,60
190,1355,2113,524,3213,0,0,60
191,1361,2114,522,3212,0,0,60
192,1371,2115,521,3212,0,0,60
193,1357,2114,523,3212,0,0,60
194,1342,2111,524,3211,0,0,60
195,1356,2113,523,3212,0,0,60
196,1352,2113,523,3212,0,0,60
197,1354,2112,520,3212,0,0,60
198,1349,2115,524,3215,0,0,60
199,1358,2114,523,3211,0,0,60
200,1357,2116,520,3212,0,0,60
201,1355,2114,522,3213,0,0,60
202,1358,2110,523,3211,0,0,60
203,1348,2118,523,3213,0,0,60
204,1354,2118,521,3214,0,0,60
205,1353,2113,519,3211,0,0,60
206,1355,2115,522,3213,0,0,60
207,1356,2113,521,3213,0,0,60
208,1355,2114,520,3214,0,0,60
209,1356,2114,523,3212,0,0,60
210,1337,2116,526,3211,0,0,60
211,1358,2117,523,3214,0,0,60
212,1360,2113,520,3213,0,0,60
213,1358,2113,522,3213,0,0,60
214,1351,2111,520,3213,0,0,60
215,1353,2110,520,3216,0,0,60
216,1355,2114,523,3211,0,0,60
217,1354,2114,521,3212,0,0,60
218,1354,2117,522,3212,0,0,60
219,1353,2119,521,3212,0,0,60
220,1354,2116,524,3211,0,0,60
221,1356,2113,521,3216,0,0,60
222,1349,2115,523,3212,0,0,60
223,1355,2115,527,3213,0,0,60
224,1354,2118,522,3213,0,0,60
225,1359,2114,525,3213,0,0,60
226,1358,2116,521,3214,0,0,60
227,1359,2117,524,3210,0,0,60
228,1357,2115,524,3213,0,0,60
229,1359,2114,524,3213,0,0,60
230,1358,2110,524,3212,0,0,60
231,1357,2113,519,3212,0,0,60
232,1355,2114,521,3212,0,0,60
233,1353,2117,520,3212,0,0,60
234,1354,2115,524,3213,0,0,60
235,1350,2109,523,3211,0,0,60
236,1356,2116,522,3213,0,0,60
237,1349,2111,521,3212,0,0,60
238,1355,2114,521,3213,0,0,60
239,1357,2116,520,3213,0,0,60
240,1357,2113,523,3215,0,0,60
241,1354,2115,515,3212,0,0,60
242,1353,2116,524,3213,0,0,60
243,1352,2113,524,3213,0,0,60
244,1357,2112,520,3212,0,0,60
245,1355,2114,520,3212,0,0,60
246,1354,2114,524,3212,0,0,60
247,1354,2114,518,3212,0,0,60
248,1358,2117,522,3215,0,0,60
249,1353,2117,522,3212,0,0,60
250,1358,2110,522,3212,0,0,60
251,1361,2116,523,3212,0,0,60
252,1354,2110,522,3215,0,0,60
253,1354,2116,518,3213,0,0,60
254,1364,2118,520,3213,0,0,60
255,1363,2112,523,3214,0,0,60
256,1360,2118,523,3212,0,0,60
257,1356,2115,519,3212,0,0,60
258,1360,2116,520,3214,0,0,60
259,1357,2113,522,3212,0,0,60
260,1360,2112,523,3213,0,0,60
261,1351,2115,521,3213,0,0,60
262,1355,2114,525,3213,0,0,60
263,1352,2119,521,3214,0,0,60
264,1358,2116,520,3212,0,0,60
265,1354,2116,529,3213,0,0,60
266,1356,2113,523,3210,0,0,60
267,1359,2115,528,3213,0,0,60
268,1356,2118,521,3213,0,0,60
269,1345,2116,519,3212,0,0,60
270,1356,2116,522,3213,0,0,60
271,1352,2113,524,3212,0,0,60
272,1344,2111,521,3213,0,0,60
273,1354,2114,521,3213,0,0,60
274,1356,2114,519,3213,0,0,60
275,1358,2117,522,3212,0,0,60
276,1365,2112,524,3212,0,0,60
277,1357,2112,522,3212,0,0,60
278,1352,2112,522,3212,0,0,60
279,1356,2117,518,3214,0,0,60
280,1353,2112,521,3213,0,0,60
281,1358,2116,518,3214,0,0,60
282,1353,2115,521,3213,0,0,60
283,1355,2119,522,3212,0,0,60
284,1360,2109,523,3213,0,0,60
285,1360,2114,522,3213,0,0,60
286,1352,2113,521,3214,0,0,60
287,1356,2111,523,3215,0,0,60
288,1354,2118,522,3215,0,0,60
289,1368,2118,522,3212,0,0,60
290,1361,2117,517,3213,0,0,60
291,1353,2114,523,3211,0,0,60
292,1357,2114,523,3213,0,0,60
293,1352,2121,525,3211,0,0,60
294,1353,2115,519,3210,0,0,60
295,1360,2113,523,3212,0,0,60
296,1359,2113,525,3214,0,0,60
297,1360,2112,522,3213,0,0,60
298,1356,2116,524,3212,0,0,60
299,1355,2121,526,3212,0,0,60
300,1351,2115,521,3213,0,0,60
301,1339,2108,521,3213,0,0,60
302,1364,2108,524,3212,0,0,60
303,1352,2115,523,3216,0,0,60
304,1357,2114,520,3213,0,0,60
305,1354,2116,521,3212,0,0,60
306,1354,2114,522,3212,0,0,60
307,1343,2111,519,3212,0,0,60
308,1357,2115,520,3213,0,0,60
309,1353,2109,524,3212,0,0,60
310,1355,2111,521,3212,0,0,60
311,1353,2116,531,3212,0,0,60
312,1355,2116,524,3211,0,0,60
313,1358,2115,521,3213,0,0,60
314,1354,2114,522,3212,0,0,60
315,1355,2108,522,3212,0,0,60
316,1357,2114,523,3213,0,0,60
317,1352,2114,522,3214,0,0,60
318,1358,2117,521,3212,0,0,60
319,1361,2116,524,3212,0,0,60
320,1356,2109,525,3212,0,0,60
321,1355,2116,522,3211,0,0,60
322,1364,2117,523,3211,0,0,60
323,1354,2113,522,3213,0,0,60
324,1358,2118,524,3212,0,0,60
325,1359,2114,523,3212,0,0,60
326,1361,2119,520,3213,0,0,60
327,1356,2115,523,3214,0,0,60
328,1354,2109,524,3207,0,0,60
329,1353,2114,521,3213,0,0,60
330,1353,2114,519,3215,0,0,60
331,1357,2118,521,3213,0,0,60
332,1356,2116,521,3213,0,0,60
333,1356,2121,524,3213,0,0,60
334,1359,2108,522,3212,0,0,60
335,1355,2118,521,3211,0,0,60
336,1352,2116,524,3212,0,0,60
337,1350,2114,524,3212,0,0,60
338,1363,2109,521,3213,0,0,60
339,1357,2120,521,3212,0,0,60
340,1355,2113,525,3214,0,0,60
341,1362,2113,523,3211,0,0,60
342,1355,2111,522,3213,0,0,60
343,1362,2114,522,3213,0,0,60
344,1355,2114,521,3212,0,0,60
345,1355,2114,521,3215,0,0,60
346,1357,2116,520,3215,0,0,60
347,1348,2112,522,3213,0,0,60
348,1359,2115,523,3212,0,0,60
349,1352,2118,521,3212,0,0,60
350,1357,2115,520,3209,0,0,60
351,1359,2117,522,3212,0,0,60
352,1347,2113,525,3215,0,0,60
353,1351,2114,520,3212,0,0,60
354,1356,2112,520,3213,0,0,60
355,1357,2110,520,3213,0,0,60
356,1353,2115,522,3213,0,0,60
357,1356,2117,523,3213,0,0,60
358,1357,2114,522,3213,0,0,60
359,1363,2118,524,3213,0,0,60
360,1358,2110,522,3211,0,0,60
361,1360,2114,519,3217,0,0,60
362,1359,2114,519,3213,0,0,60
363,1355,2115,522,3212,0,0,60
364,1354,2118,526,3213,0,0,60
365,1358,2109,520,3212,0,0,60
366,1359,2116,523,3213,0,0,60
367,1357,2115,527,3212,0,0,60
368,1357,2118,525,3212,0,0,60
369,1368,2116,522,3213,0,0,60
370,1358,2111,521,3213,0,0,60
371,1360,2113,524,3213,0,0,60
372,1358,2115,524,3213,0,0,60
373,1359,2116,529,3212,0,0,60
374,1356,2113,528,3213,0,0,60
375,1360,2116,523,3213,0,0,60
376,1358,2115,522,3212,0,0,60
377,1359,2118,522,3216,0,0,60
378,1355,2116,521,3210,0,0,60
379,1355,2115,521,3210,0,0,60
380,1352,2114,522,3212,0,0,60
381,1359,2114,523,3213,0,0,60
382,1356,2116,528,3213,0,0,60
383,1356,2117,523,3212,0,0,60
384,1357,2113,522,3212,0,0,60
385,1359,2111,523,3213,0,0,60
386,1359,2113,522,3214,0,0,60
387,1362,2110,522,3213,0,0,60
388,1360,2113,520,3213,0,0,60
389,1357,2115,524,3214,0,0,60
390,1355,2115,525,3212,0,0,60
391,1355,2113,524,3209,0,0,60
392,1355,2114,522,3212,0,0,60
393,1367,2111,525,3212,0,0,60
394,1349,2115,519,3212,0,0,60
395,1361,2109,521,3213,0,0,60
396,1350,2118,523,3213,0,0,60
397,1361,2115,517,3214,0,0,60
398,1356,2115,521,3211,0,0,60
399,1356,2116,520,3214,0,0,60
400,1366,2115,524,3212,0,0,60
401,1364,2120,520,3211,0,0,60
402,1359,2116,521,3212,0,0,60
403,1352,2114,520,3213,0,0,60
404,1354,2118,524,3214,0,0,60
405,1353,2111,522,3212,0,0,60
406,1357,2112,521,3213,0,0,60
407,1354,2116,521,3212,0,0,60
408,1356,2110,523,3212,0,0,60
409,1355,2120,519,3212,0,0,60
410,1354,2114,526,3212,0,0,60
411,1351,2115,522,3212,0,0,60
412,1354,2115,518,3213,0,0,60
413,1353,2116,524,3212,0,0,60
414,1358,2117,522,3211,0,0,60
415,1360,2115,525,3212,0,0,60
416,1359,2114,521,3206,0,0,60
417,1363,2113,525,3213,0,0,60
418,1357,2114,520,3216,0,0,60
419,1353,2114,522,3213,0,0,60
420,1360,2113,520,3214,0,0,60
421,1357,2116,522,3216,0,0,60
422,1354,2113,522,3212,0,0,60
423,1356,2113,523,3212,0,0,60
424,1359,2116,522,3213,0,0,60
425,1354,2113,524,3211,0,0,60
426,1358,2111,523,3213,0,0,60
427,1358,2116,521,3212,0,0,60
428,1356,2113,523,3212,0,0,60
429,1355,2116,521,3212,0,0,60
430,1356,2108,520,3213,0,0,60
431,1356,2115,525,3213,0,0,60
432,1345,2113,522,3213,0,0,60
433,1356,2110,522,3217,0,0,60
434,1358,2110,524,3212,0,0,60
435,1355,2117,520,3214,0,0,60
436,1357,2112,524,3208,0,0,60
437,1360,2119,521,3212,0,0,60
438,1357,2114,526,3213,0,0,60
439,1357,2115,524,3213,0,0,60
440,1355,2113,523,3214,0,0,60
441,1364,2109,521,3212,0,0,60
442,1356,2118,524,3211,0,0,60
443,1359,2116,521,3213,0,0,60
444,1357,2114,523,3213,0,0,60
445,1358,2113,520,3215,0,0,60
446,1357,2114,522,3212,0,0,60
447,1352,2116,520,3214,0,0,60
448,1359,2113,519,3208,0,0,60
449,1359,2116,521,3208,0,0,60
450,1356,2112,521,3213,0,0,60
451,1360,2110,522,3212,0,0,60
452,1358,2118,523,3212,0,0,60
453,1358,2112,524,3212,0,0,60
454,1357,2117,521,3213,0,0,60
455,1356,2110,522,3212,0,0,60
456,1363,2119,520,3212,0,0,60
457,1356,2114,524,3212,0,0,60
458,1356,2114,528,3212,0,0,60
459,1355,2116,522,3212,0,0,60
460,1354,2111,522,3213,0,0,60
461,1356,2115,522,3214,0,0,60
462,1358,2119,524,3213,0,0,60
463,1361,2107,523,3213,0,0,60
464,1370,2114,521,3213,0,0,60
465,1364,2113,521,3213,0,0,60
466,1354,2108,522,3212,0,0,60
467,1353,2121,521,3212,0,0,60
468,1359,2115,521,3214,0,0,60
469,1358,2111,520,3212,0,0,60
470,1361,2121,518,3214,0,0,60
471,1364,2116,521,3211,0,0,60
472,1359,2111,521,3212,0,0,60
473,1359,2114,521,3211,0,0,60
474,1354,2114,521,3213,0,0,60
475,1362,2117,520,3212,0,0,60
476,1363,2113,521,3213,0,0,60
477,1357,2114,523,3213,0,0,60
